StopNumber	PeriodName	TotalCount
10091	weekdayPMpeak	40
10091	weekendAMpeak	62
10091	weekendNonpeak	57
10091	weekendPMpeak	28
10099	weekdayAMpeak	40
10099	weekdayNonpeak	34
10099	weekdayPMpeak	21
10099	weekendAMpeak	16
10099	weekendNonpeak	50
10099	weekendPMpeak	44
10101	weekdayAMpeak	59
10101	weekdayNonpeak	24
10101	weekdayPMpeak	34
10101	weekendAMpeak	58
10101	weekendNonpeak	27
10101	weekendPMpeak	13
10109	weekdayAMpeak	22
10109	weekdayNonpeak	46
10109	weekdayPMpeak	68
10109	weekendAMpeak	44
10109	weekendNonpeak	41
10109	weekendPMpeak	2
10111	weekdayAMpeak	49
10111	weekdayNonpeak	12
10111	weekdayPMpeak	5
10111	weekendAMpeak	60
10111	weekendNonpeak	38
10111	weekendPMpeak	6
10119	weekdayAMpeak	57
10119	weekdayNonpeak	62
10119	weekdayPMpeak	22
10119	weekendAMpeak	29
10119	weekendNonpeak	44
10119	weekendPMpeak	0
10131	weekdayAMpeak	16
10131	weekdayNonpeak	30
10131	weekdayPMpeak	65
10131	weekendAMpeak	40
10131	weekendNonpeak	35
10131	weekendPMpeak	34
10139	weekdayAMpeak	61
10139	weekdayNonpeak	24
10139	weekdayPMpeak	39
10139	weekendAMpeak	20
10139	weekendNonpeak	57
10139	weekendPMpeak	51
10141	weekdayAMpeak	0
10141	weekdayNonpeak	39
10141	weekdayPMpeak	23
10141	weekendAMpeak	23
10141	weekendNonpeak	61
10141	weekendPMpeak	9
10149	weekdayAMpeak	27
10149	weekdayNonpeak	36
10149	weekdayPMpeak	37
10149	weekendAMpeak	53
10149	weekendNonpeak	59
10149	weekendPMpeak	26
10151	weekdayAMpeak	36
10151	weekdayNonpeak	16
10151	weekdayPMpeak	6
10151	weekendAMpeak	16
10151	weekendNonpeak	36
10151	weekendPMpeak	44
10161	weekdayAMpeak	54
10161	weekdayNonpeak	67
10161	weekdayPMpeak	28
10161	weekendAMpeak	41
10161	weekendNonpeak	42
10161	weekendPMpeak	21
10169	weekdayAMpeak	56
10169	weekdayNonpeak	19
10169	weekdayPMpeak	65
10169	weekendAMpeak	35
10169	weekendNonpeak	67
10169	weekendPMpeak	3
10171	weekdayAMpeak	63
10171	weekdayNonpeak	57
10171	weekdayPMpeak	66
10171	weekendAMpeak	51
10171	weekendNonpeak	12
10171	weekendPMpeak	62
10179	weekdayAMpeak	55
10179	weekdayNonpeak	56
10179	weekdayPMpeak	17
10179	weekendAMpeak	68
10179	weekendNonpeak	45
10179	weekendPMpeak	9
10181	weekdayAMpeak	25
10181	weekdayNonpeak	56
10181	weekdayPMpeak	62
10181	weekendAMpeak	21
10181	weekendNonpeak	58
10181	weekendPMpeak	59
10189	weekdayAMpeak	11
10189	weekdayNonpeak	15
10189	weekdayPMpeak	19
10189	weekendAMpeak	53
10189	weekendNonpeak	15
10189	weekendPMpeak	28
10191	weekdayAMpeak	68
10191	weekdayNonpeak	25
10191	weekdayPMpeak	16
10191	weekendAMpeak	56
10191	weekendNonpeak	47
10191	weekendPMpeak	32
10199	weekdayAMpeak	50
10199	weekdayNonpeak	39
10199	weekdayPMpeak	0
10199	weekendAMpeak	14
10199	weekendNonpeak	27
10199	weekendPMpeak	48
10221	weekdayAMpeak	20
10221	weekdayNonpeak	32
10221	weekdayPMpeak	27
10221	weekendAMpeak	60
10221	weekendNonpeak	6
10221	weekendPMpeak	48
10229	weekdayAMpeak	47
10229	weekdayNonpeak	38
10229	weekdayPMpeak	2
10229	weekendAMpeak	53
10229	weekendNonpeak	37
10229	weekendPMpeak	46
10231	weekdayAMpeak	11
10231	weekdayNonpeak	0
10231	weekdayPMpeak	38
10231	weekendAMpeak	53
10231	weekendNonpeak	1
10231	weekendPMpeak	15
10239	weekdayAMpeak	60
10239	weekdayNonpeak	29
10239	weekdayPMpeak	28
10239	weekendAMpeak	61
10239	weekendNonpeak	18
10239	weekendPMpeak	24
10241	weekdayAMpeak	50
10241	weekdayNonpeak	56
10241	weekdayPMpeak	31
10241	weekendAMpeak	35
10241	weekendNonpeak	39
10241	weekendPMpeak	3
10249	weekdayAMpeak	47
10249	weekdayNonpeak	38
10249	weekdayPMpeak	45
10249	weekendAMpeak	52
10249	weekendNonpeak	22
10249	weekendPMpeak	23
10261	weekdayAMpeak	2
10261	weekdayNonpeak	28
10261	weekdayPMpeak	31
10261	weekendAMpeak	40
10261	weekendNonpeak	13
10261	weekendPMpeak	30
10269	weekdayAMpeak	33
10269	weekdayNonpeak	68
10269	weekdayPMpeak	20
10269	weekendAMpeak	5
10269	weekendNonpeak	58
10269	weekendPMpeak	46
10271	weekdayAMpeak	16
10271	weekdayNonpeak	39
10271	weekdayPMpeak	66
10271	weekendAMpeak	44
10271	weekendNonpeak	16
10271	weekendPMpeak	53
10279	weekdayAMpeak	57
10279	weekdayNonpeak	29
10279	weekdayPMpeak	25
10279	weekendAMpeak	36
10279	weekendNonpeak	49
10279	weekendPMpeak	42
10281	weekdayAMpeak	25
10281	weekdayNonpeak	54
10281	weekdayPMpeak	14
10281	weekendAMpeak	28
10281	weekendNonpeak	46
10281	weekendPMpeak	2
10289	weekdayAMpeak	67
10289	weekdayNonpeak	37
10289	weekdayPMpeak	8
10289	weekendAMpeak	10
10289	weekendNonpeak	3
10289	weekendPMpeak	9
10291	weekdayAMpeak	46
10291	weekdayNonpeak	64
10291	weekdayPMpeak	44
10291	weekendAMpeak	49
10291	weekendNonpeak	6
10291	weekendPMpeak	7
10299	weekdayAMpeak	21
10299	weekdayNonpeak	52
10299	weekdayPMpeak	40
10299	weekendAMpeak	66
10299	weekendNonpeak	42
10299	weekendPMpeak	41
10361	weekdayAMpeak	44
10361	weekdayNonpeak	64
10361	weekdayPMpeak	40
10361	weekendAMpeak	31
10361	weekendNonpeak	65
10361	weekendPMpeak	45
10369	weekdayAMpeak	37
10369	weekdayNonpeak	16
10369	weekdayPMpeak	5
10369	weekendAMpeak	45
10369	weekendNonpeak	32
10369	weekendPMpeak	44
10391	weekdayAMpeak	6
10391	weekdayNonpeak	37
10391	weekdayPMpeak	38
10391	weekendAMpeak	43
10391	weekendNonpeak	34
10391	weekendPMpeak	5
10399	weekdayAMpeak	55
10399	weekdayNonpeak	59
10399	weekdayPMpeak	49
10399	weekendAMpeak	1
10399	weekendNonpeak	20
10399	weekendPMpeak	59
10401	weekdayAMpeak	32
10401	weekdayNonpeak	10
10401	weekdayPMpeak	22
10401	weekendAMpeak	16
10401	weekendNonpeak	63
10401	weekendPMpeak	23
10409	weekdayAMpeak	11
10409	weekdayNonpeak	20
10409	weekdayPMpeak	65
10409	weekendAMpeak	15
10409	weekendNonpeak	61
10409	weekendPMpeak	49
10411	weekdayAMpeak	62
10411	weekdayNonpeak	32
10411	weekdayPMpeak	66
10411	weekendAMpeak	7
10411	weekendNonpeak	58
10411	weekendPMpeak	26
10419	weekdayAMpeak	37
10419	weekdayNonpeak	42
10419	weekdayPMpeak	31
10419	weekendAMpeak	45
10419	weekendNonpeak	53
10419	weekendPMpeak	25
10421	weekdayAMpeak	22
10421	weekdayNonpeak	58
10421	weekdayPMpeak	58
10421	weekendAMpeak	39
10421	weekendNonpeak	59
10421	weekendPMpeak	47
10429	weekdayAMpeak	33
10429	weekdayNonpeak	64
10429	weekdayPMpeak	3
10429	weekendAMpeak	17
10429	weekendNonpeak	1
10429	weekendPMpeak	43
10451	weekdayAMpeak	53
10451	weekdayNonpeak	34
10451	weekdayPMpeak	37
10451	weekendAMpeak	2
10451	weekendNonpeak	3
10451	weekendPMpeak	56
10459	weekdayAMpeak	33
10459	weekdayNonpeak	2
10459	weekdayPMpeak	51
10459	weekendAMpeak	7
10459	weekendNonpeak	57
10459	weekendPMpeak	11
10481	weekdayAMpeak	0
10481	weekdayNonpeak	37
10481	weekdayPMpeak	55
10481	weekendAMpeak	44
10481	weekendNonpeak	44
10481	weekendPMpeak	14
10489	weekdayAMpeak	46
10489	weekdayNonpeak	9
10489	weekdayPMpeak	33
10489	weekendAMpeak	55
10489	weekendNonpeak	68
10489	weekendPMpeak	25
10501	weekdayAMpeak	47
10501	weekdayNonpeak	55
10501	weekdayPMpeak	26
10501	weekendAMpeak	43
10501	weekendNonpeak	20
10501	weekendPMpeak	53
10599	weekdayAMpeak	14
10599	weekdayNonpeak	49
10599	weekdayPMpeak	32
10599	weekendAMpeak	25
10599	weekendNonpeak	30
10599	weekendPMpeak	66
10651	weekdayAMpeak	45
10651	weekdayNonpeak	24
10651	weekdayPMpeak	5
10651	weekendAMpeak	50
10651	weekendNonpeak	30
10651	weekendPMpeak	15
10659	weekdayAMpeak	15
10659	weekdayNonpeak	0
10659	weekdayPMpeak	23
10659	weekendAMpeak	24
10659	weekendNonpeak	38
10659	weekendPMpeak	44
11019	weekdayAMpeak	63
11019	weekdayNonpeak	59
11019	weekdayPMpeak	36
11019	weekendAMpeak	11
11019	weekendNonpeak	38
11019	weekendPMpeak	5
11021	weekdayAMpeak	59
11021	weekdayNonpeak	22
11021	weekdayPMpeak	38
11021	weekendAMpeak	48
11021	weekendNonpeak	16
11021	weekendPMpeak	11
11029	weekdayAMpeak	41
11029	weekdayNonpeak	19
11029	weekdayPMpeak	54
11029	weekendAMpeak	41
11029	weekendNonpeak	20
11029	weekendPMpeak	17
11031	weekdayAMpeak	24
11031	weekdayNonpeak	48
11031	weekdayPMpeak	31
11031	weekendAMpeak	12
11031	weekendNonpeak	64
11031	weekendPMpeak	34
11039	weekdayAMpeak	54
11039	weekdayNonpeak	2
11039	weekdayPMpeak	21
11039	weekendAMpeak	35
11039	weekendNonpeak	62
11039	weekendPMpeak	24
11041	weekdayAMpeak	61
11041	weekdayNonpeak	61
11041	weekdayPMpeak	57
11041	weekendAMpeak	23
11041	weekendNonpeak	53
11041	weekendPMpeak	61
11049	weekdayAMpeak	66
11049	weekdayNonpeak	23
11049	weekdayPMpeak	7
11049	weekendAMpeak	57
11049	weekendNonpeak	8
11049	weekendPMpeak	60
11051	weekdayAMpeak	53
11051	weekdayNonpeak	8
11051	weekdayPMpeak	32
11051	weekendAMpeak	32
11051	weekendNonpeak	0
11051	weekendPMpeak	48
11059	weekdayAMpeak	8
11059	weekdayNonpeak	31
11059	weekdayPMpeak	38
11059	weekendAMpeak	61
11059	weekendNonpeak	3
11059	weekendPMpeak	45
11061	weekdayAMpeak	45
11061	weekdayNonpeak	45
11061	weekdayPMpeak	6
11061	weekendAMpeak	12
11061	weekendNonpeak	62
11061	weekendPMpeak	38
11069	weekdayAMpeak	33
11069	weekdayNonpeak	28
11069	weekdayPMpeak	58
11069	weekendAMpeak	15
11069	weekendNonpeak	68
11069	weekendPMpeak	36
11071	weekdayAMpeak	11
11071	weekdayNonpeak	45
11071	weekdayPMpeak	18
11071	weekendAMpeak	28
11071	weekendNonpeak	39
11071	weekendPMpeak	41
11079	weekdayAMpeak	47
11079	weekdayNonpeak	42
11079	weekdayPMpeak	57
11079	weekendAMpeak	15
11079	weekendNonpeak	65
11079	weekendPMpeak	28
11081	weekdayAMpeak	32
11081	weekdayNonpeak	39
11081	weekdayPMpeak	46
11081	weekendAMpeak	39
11081	weekendNonpeak	42
11081	weekendPMpeak	36
11089	weekdayAMpeak	59
11089	weekdayNonpeak	1
11089	weekdayPMpeak	47
11089	weekendAMpeak	63
11089	weekendNonpeak	35
11089	weekendPMpeak	55
11091	weekdayAMpeak	55
11091	weekdayNonpeak	56
11091	weekdayPMpeak	8
11091	weekendAMpeak	55
11091	weekendNonpeak	55
11091	weekendPMpeak	42
11099	weekdayAMpeak	15
11099	weekdayNonpeak	13
11099	weekdayPMpeak	16
11099	weekendAMpeak	50
11099	weekendNonpeak	49
11099	weekendPMpeak	57
11101	weekdayAMpeak	34
11101	weekdayNonpeak	21
11101	weekdayPMpeak	37
11101	weekendAMpeak	2
11101	weekendNonpeak	41
11101	weekendPMpeak	41
11109	weekdayAMpeak	29
11109	weekdayNonpeak	55
11109	weekdayPMpeak	38
11109	weekendAMpeak	18
11109	weekendNonpeak	56
11109	weekendPMpeak	28
11111	weekdayAMpeak	31
11111	weekdayNonpeak	22
11111	weekdayPMpeak	66
11111	weekendAMpeak	7
11111	weekendNonpeak	23
11111	weekendPMpeak	6
11119	weekdayAMpeak	46
11119	weekdayNonpeak	16
11119	weekdayPMpeak	50
11119	weekendAMpeak	30
11119	weekendNonpeak	18
11119	weekendPMpeak	46
11131	weekdayAMpeak	46
11131	weekdayNonpeak	33
11131	weekdayPMpeak	17
11131	weekendAMpeak	57
11131	weekendNonpeak	14
11131	weekendPMpeak	9
11139	weekdayAMpeak	41
11139	weekdayNonpeak	52
11139	weekdayPMpeak	20
11139	weekendAMpeak	61
11139	weekendNonpeak	21
11139	weekendPMpeak	12
11141	weekdayAMpeak	33
11141	weekdayNonpeak	44
11141	weekdayPMpeak	32
11141	weekendAMpeak	60
11141	weekendNonpeak	65
11141	weekendPMpeak	5
11149	weekdayAMpeak	14
11149	weekdayNonpeak	7
11149	weekdayPMpeak	30
11149	weekendAMpeak	7
11149	weekendNonpeak	6
11149	weekendPMpeak	30
11151	weekdayAMpeak	37
11151	weekdayNonpeak	64
11151	weekdayPMpeak	25
11151	weekendAMpeak	48
11151	weekendNonpeak	58
11151	weekendPMpeak	6
11159	weekdayAMpeak	38
11159	weekdayNonpeak	13
11159	weekdayPMpeak	50
11159	weekendAMpeak	22
11159	weekendNonpeak	53
11159	weekendPMpeak	15
11181	weekdayAMpeak	52
11181	weekdayNonpeak	68
11181	weekdayPMpeak	65
11181	weekendAMpeak	46
11181	weekendNonpeak	31
11181	weekendPMpeak	64
11189	weekdayAMpeak	33
11189	weekdayNonpeak	10
11189	weekdayPMpeak	6
11189	weekendAMpeak	41
11189	weekendNonpeak	38
11189	weekendPMpeak	17
11201	weekdayAMpeak	48
11201	weekdayNonpeak	16
11201	weekdayPMpeak	20
11201	weekendAMpeak	56
11201	weekendNonpeak	32
11201	weekendPMpeak	49
11209	weekdayAMpeak	35
11209	weekdayNonpeak	45
11209	weekdayPMpeak	66
11209	weekendAMpeak	41
11209	weekendNonpeak	46
11209	weekendPMpeak	13
11211	weekdayAMpeak	30
11211	weekdayNonpeak	43
11211	weekdayPMpeak	27
11211	weekendAMpeak	51
11211	weekendNonpeak	54
11211	weekendPMpeak	66
11219	weekdayAMpeak	42
11219	weekdayNonpeak	7
11219	weekdayPMpeak	8
11219	weekendAMpeak	40
11219	weekendNonpeak	28
11219	weekendPMpeak	22
11221	weekdayAMpeak	56
11221	weekdayNonpeak	8
11221	weekdayPMpeak	49
11221	weekendAMpeak	68
11221	weekendNonpeak	21
11221	weekendPMpeak	16
11229	weekdayAMpeak	46
11229	weekdayNonpeak	54
11229	weekdayPMpeak	50
11229	weekendAMpeak	21
11229	weekendNonpeak	38
11229	weekendPMpeak	66
11231	weekdayAMpeak	16
11231	weekdayNonpeak	28
11231	weekdayPMpeak	33
11231	weekendAMpeak	45
11231	weekendNonpeak	5
11231	weekendPMpeak	67
11239	weekdayAMpeak	33
11239	weekdayNonpeak	3
11239	weekdayPMpeak	38
11239	weekendAMpeak	5
11239	weekendNonpeak	36
11239	weekendPMpeak	58
11261	weekdayAMpeak	18
11261	weekdayNonpeak	24
11261	weekdayPMpeak	43
11261	weekendAMpeak	18
11261	weekendNonpeak	45
11261	weekendPMpeak	41
11269	weekdayAMpeak	11
11269	weekdayNonpeak	24
11269	weekdayPMpeak	49
11269	weekendAMpeak	57
11269	weekendNonpeak	18
11269	weekendPMpeak	44
11271	weekdayAMpeak	12
11271	weekdayNonpeak	57
11271	weekdayPMpeak	65
11271	weekendAMpeak	60
11271	weekendNonpeak	15
11271	weekendPMpeak	26
11279	weekdayAMpeak	18
11279	weekdayNonpeak	18
11279	weekdayPMpeak	8
11279	weekendAMpeak	62
11279	weekendNonpeak	31
11279	weekendPMpeak	66
11281	weekdayAMpeak	25
11281	weekdayNonpeak	55
11281	weekdayPMpeak	46
11281	weekendAMpeak	29
11281	weekendNonpeak	43
11281	weekendPMpeak	46
11289	weekdayAMpeak	55
11289	weekdayNonpeak	29
11289	weekdayPMpeak	0
11289	weekendAMpeak	12
11289	weekendNonpeak	64
11289	weekendPMpeak	18
11291	weekdayAMpeak	7
11291	weekdayNonpeak	24
11291	weekdayPMpeak	57
11291	weekendAMpeak	37
11291	weekendNonpeak	38
11291	weekendPMpeak	49
11299	weekdayAMpeak	45
11299	weekdayNonpeak	20
11299	weekdayPMpeak	50
11299	weekendAMpeak	8
11299	weekendNonpeak	58
11299	weekendPMpeak	21
11361	weekdayAMpeak	38
11361	weekdayNonpeak	8
11361	weekdayPMpeak	60
11361	weekendAMpeak	26
11361	weekendNonpeak	5
11361	weekendPMpeak	60
11369	weekdayAMpeak	29
11369	weekdayNonpeak	22
11369	weekdayPMpeak	33
11369	weekendAMpeak	1
11369	weekendNonpeak	12
11369	weekendPMpeak	27
11379	weekdayAMpeak	6
11379	weekdayNonpeak	42
11379	weekdayPMpeak	59
11379	weekendAMpeak	51
11379	weekendNonpeak	22
11379	weekendPMpeak	62
11381	weekdayAMpeak	2
11381	weekdayNonpeak	36
11381	weekdayPMpeak	17
11381	weekendAMpeak	53
11381	weekendNonpeak	14
11381	weekendPMpeak	31
11511	weekdayAMpeak	19
11511	weekdayNonpeak	33
11511	weekdayPMpeak	24
11511	weekendAMpeak	44
11511	weekendNonpeak	22
11511	weekendPMpeak	7
11519	weekdayAMpeak	4
11519	weekdayNonpeak	2
11519	weekdayPMpeak	35
11519	weekendAMpeak	8
11519	weekendNonpeak	40
11519	weekendPMpeak	35
12021	weekdayAMpeak	29
12021	weekdayNonpeak	56
12021	weekdayPMpeak	48
12021	weekendAMpeak	26
12021	weekendNonpeak	41
12021	weekendPMpeak	67
12029	weekdayAMpeak	16
12029	weekdayNonpeak	55
12029	weekdayPMpeak	42
12029	weekendAMpeak	6
12029	weekendNonpeak	43
12029	weekendPMpeak	3
12031	weekdayAMpeak	68
12031	weekdayNonpeak	49
12031	weekdayPMpeak	21
12031	weekendAMpeak	30
12031	weekendNonpeak	65
12031	weekendPMpeak	56
12039	weekdayAMpeak	68
12039	weekdayNonpeak	32
12039	weekdayPMpeak	55
12039	weekendAMpeak	50
12039	weekendNonpeak	61
12039	weekendPMpeak	22
12041	weekdayAMpeak	16
12041	weekdayNonpeak	28
12041	weekdayPMpeak	29
12041	weekendAMpeak	27
12041	weekendNonpeak	21
12041	weekendPMpeak	39
12049	weekdayAMpeak	12
12049	weekdayNonpeak	1
12049	weekdayPMpeak	42
12049	weekendAMpeak	30
12049	weekendNonpeak	29
12049	weekendPMpeak	61
12051	weekdayAMpeak	0
12051	weekdayNonpeak	58
12051	weekdayPMpeak	46
12051	weekendAMpeak	15
12051	weekendNonpeak	45
12051	weekendPMpeak	49
12059	weekdayAMpeak	18
12059	weekdayNonpeak	48
12059	weekdayPMpeak	57
12059	weekendAMpeak	25
12059	weekendNonpeak	13
12059	weekendPMpeak	62
12061	weekdayAMpeak	23
12061	weekdayNonpeak	22
12061	weekdayPMpeak	3
12061	weekendAMpeak	8
12061	weekendNonpeak	1
12061	weekendPMpeak	9
12069	weekdayAMpeak	47
12069	weekdayNonpeak	28
12069	weekdayPMpeak	14
12069	weekendAMpeak	10
12069	weekendNonpeak	30
12069	weekendPMpeak	56
12071	weekdayAMpeak	11
12071	weekdayNonpeak	54
12071	weekdayPMpeak	44
12071	weekendAMpeak	24
12071	weekendNonpeak	2
12071	weekendPMpeak	1
12079	weekdayAMpeak	64
12079	weekdayNonpeak	42
12079	weekdayPMpeak	3
12079	weekendAMpeak	48
12079	weekendNonpeak	44
12079	weekendPMpeak	55
12081	weekdayAMpeak	62
12081	weekdayNonpeak	60
12081	weekdayPMpeak	37
12081	weekendAMpeak	23
12081	weekendNonpeak	2
12081	weekendPMpeak	20
12089	weekdayAMpeak	5
12089	weekdayNonpeak	28
12089	weekdayPMpeak	1
12089	weekendAMpeak	6
12089	weekendNonpeak	0
12089	weekendPMpeak	16
12091	weekdayAMpeak	16
12091	weekdayNonpeak	4
12091	weekdayPMpeak	35
12091	weekendAMpeak	38
12091	weekendNonpeak	54
12091	weekendPMpeak	12
12099	weekdayAMpeak	63
12099	weekdayNonpeak	2
12099	weekdayPMpeak	58
12099	weekendAMpeak	24
12099	weekendNonpeak	40
12099	weekendPMpeak	49
12101	weekdayAMpeak	60
12101	weekdayNonpeak	63
12101	weekdayPMpeak	41
12101	weekendAMpeak	27
12101	weekendNonpeak	9
12101	weekendPMpeak	68
12109	weekdayAMpeak	21
12109	weekdayNonpeak	44
12109	weekdayPMpeak	55
12109	weekendAMpeak	33
12109	weekendNonpeak	13
12109	weekendPMpeak	20
12111	weekdayAMpeak	47
12111	weekdayNonpeak	57
12111	weekdayPMpeak	29
12111	weekendAMpeak	64
12111	weekendNonpeak	38
12111	weekendPMpeak	28
12119	weekdayAMpeak	53
12119	weekdayNonpeak	41
12119	weekdayPMpeak	47
12119	weekendAMpeak	26
12119	weekendNonpeak	9
12119	weekendPMpeak	32
13011	weekdayAMpeak	61
13011	weekdayNonpeak	48
13011	weekdayPMpeak	67
13011	weekendAMpeak	52
13011	weekendNonpeak	16
13011	weekendPMpeak	42
13019	weekdayAMpeak	11
13019	weekdayNonpeak	35
13019	weekdayPMpeak	9
13019	weekendAMpeak	64
13019	weekendNonpeak	61
13019	weekendPMpeak	63
13021	weekdayAMpeak	22
13021	weekdayNonpeak	25
13021	weekdayPMpeak	6
13021	weekendAMpeak	56
13021	weekendNonpeak	1
13021	weekendPMpeak	4
13029	weekdayAMpeak	28
13029	weekdayNonpeak	21
13029	weekdayPMpeak	68
13029	weekendAMpeak	47
13029	weekendNonpeak	26
13029	weekendPMpeak	48
13119	weekdayAMpeak	8
13119	weekdayNonpeak	40
13119	weekdayPMpeak	14
13119	weekendAMpeak	2
13119	weekendNonpeak	33
13119	weekendPMpeak	59
13121	weekdayAMpeak	62
13121	weekdayNonpeak	55
13121	weekdayPMpeak	46
13121	weekendAMpeak	0
13121	weekendNonpeak	2
13121	weekendPMpeak	10
13139	weekdayAMpeak	24
13139	weekdayNonpeak	8
13139	weekdayPMpeak	38
13139	weekendAMpeak	23
13139	weekendNonpeak	63
13139	weekendPMpeak	41
13141	weekdayAMpeak	45
13141	weekdayNonpeak	13
13141	weekdayPMpeak	58
13141	weekendAMpeak	34
13141	weekendNonpeak	38
13141	weekendPMpeak	17
13159	weekdayAMpeak	49
13159	weekdayNonpeak	3
13159	weekdayPMpeak	48
13159	weekendAMpeak	41
13159	weekendNonpeak	68
13159	weekendPMpeak	33
13169	weekdayAMpeak	55
13169	weekdayNonpeak	49
13169	weekdayPMpeak	26
13169	weekendAMpeak	14
13169	weekendNonpeak	14
13169	weekendPMpeak	32
13171	weekdayAMpeak	11
13171	weekdayNonpeak	2
13171	weekdayPMpeak	23
13171	weekendAMpeak	44
13171	weekendNonpeak	22
13171	weekendPMpeak	57
13179	weekdayAMpeak	48
13179	weekdayNonpeak	45
13179	weekdayPMpeak	67
13179	weekendAMpeak	14
13179	weekendNonpeak	64
13179	weekendPMpeak	42
13181	weekdayAMpeak	42
13181	weekdayNonpeak	3
13181	weekdayPMpeak	36
13181	weekendAMpeak	31
13181	weekendNonpeak	42
13181	weekendPMpeak	50
13189	weekdayAMpeak	4
13189	weekdayNonpeak	50
13189	weekdayPMpeak	39
13189	weekendAMpeak	3
13189	weekendNonpeak	64
13189	weekendPMpeak	1
14009	weekdayAMpeak	13
14009	weekdayNonpeak	53
14009	weekdayPMpeak	17
14009	weekendAMpeak	30
14009	weekendNonpeak	65
14009	weekendPMpeak	58
14011	weekdayAMpeak	11
14011	weekdayNonpeak	34
14011	weekdayPMpeak	15
14011	weekendAMpeak	56
14011	weekendNonpeak	28
14011	weekendPMpeak	59
14019	weekdayAMpeak	41
14019	weekdayNonpeak	60
14019	weekdayPMpeak	65
14019	weekendAMpeak	68
14019	weekendNonpeak	53
14019	weekendPMpeak	64
14021	weekdayAMpeak	36
14021	weekdayNonpeak	19
14021	weekdayPMpeak	37
14021	weekendAMpeak	6
14021	weekendNonpeak	12
14021	weekendPMpeak	19
14029	weekdayAMpeak	2
14029	weekdayNonpeak	28
14029	weekdayPMpeak	34
14029	weekendAMpeak	55
14029	weekendNonpeak	43
14029	weekendPMpeak	37
14031	weekdayAMpeak	9
14031	weekdayNonpeak	53
14031	weekdayPMpeak	52
14031	weekendAMpeak	23
14031	weekendNonpeak	43
14031	weekendPMpeak	56
14039	weekdayAMpeak	59
14039	weekdayNonpeak	1
14039	weekdayPMpeak	22
14039	weekendAMpeak	62
14039	weekendNonpeak	49
14039	weekendPMpeak	17
14041	weekdayAMpeak	8
14041	weekdayNonpeak	55
14041	weekdayPMpeak	21
14041	weekendAMpeak	28
14041	weekendNonpeak	65
14041	weekendPMpeak	11
14049	weekdayAMpeak	2
14049	weekdayNonpeak	48
14049	weekdayPMpeak	8
14049	weekendAMpeak	41
14049	weekendNonpeak	65
14049	weekendPMpeak	56
14051	weekdayAMpeak	52
14051	weekdayNonpeak	29
14051	weekdayPMpeak	29
14051	weekendAMpeak	58
14051	weekendNonpeak	63
14051	weekendPMpeak	0
14059	weekdayAMpeak	64
14059	weekdayNonpeak	12
14059	weekdayPMpeak	29
14059	weekendAMpeak	15
14059	weekendNonpeak	12
14059	weekendPMpeak	30
14061	weekdayAMpeak	30
14061	weekdayNonpeak	60
14061	weekdayPMpeak	26
14061	weekendAMpeak	4
14061	weekendNonpeak	39
14061	weekendPMpeak	21
14069	weekdayAMpeak	47
14069	weekdayNonpeak	14
14069	weekdayPMpeak	62
14069	weekendAMpeak	28
14069	weekendNonpeak	37
14069	weekendPMpeak	65
14071	weekdayAMpeak	25
14071	weekdayNonpeak	8
14071	weekdayPMpeak	22
14071	weekendAMpeak	20
